Id   TradeDate   HighPrice   LowPrice   ClosePrice   OpenPrice   Volume
Security_17   12/14/2006   18   18   18.36   18   836354525
Security_18   12/14/2006   80   73.47   79.992   80.8   1366055966
Security_19   12/14/2006   56.68   50.96   52.3908   52.92   370934070
Security_20   12/14/2006   93.45   88   88.0922   89.89   207319932
Security_21   12/14/2006   19   17.86   19.9614   19.57   654196891
Security_22   12/14/2006   16.8   14.56   16.9744   16.48   1126652836
Security_23   12/14/2006   74   65.52   74.4381   72.27   669431206
Security_24   12/14/2006   39.52   38   38.7638   38.38   877945523
Security_25   12/14/2006   60.99   56   57.6912   56.56   997528345
Security_26   12/14/2006   23.1   21.34   22.3146   22.77   895166802
Security_27   12/14/2006   13.78   11.83   13.1274   13.26   182603816
Security_28   12/14/2006   16   14.56   16.4934   16.83   1421166774
Security_29   12/14/2006   77.7   71.54   73.2452   74.74   778284551
Security_30   12/14/2006   31.61   28.13   29.58   29.58   1387806946
Security_31   12/14/2006   73.73   66.96   72.7056   73.44   793494941
Security_32   12/14/2006   1.04   0   0.99   1   1369675709
Security_33   12/14/2006   17.68   15.47   17.8602   17.51   1627684537
Security_34   12/14/2006   6.36   5.52   6.06   6   1713232253
Security_35   12/14/2006   21.84   19.8   20.7858   21.21   2212926771
Security_36   12/14/2006   94.5   82.72   90.6576   88.88   1956087387
Security_37   12/14/2006   7.28   6.93   7.07   7.07   2192120136
Security_38   12/14/2006   50.76   42.77   47.38   47.38   18356461
Security_39   12/14/2006   38.85   36.63   37.62   37.62   1236503682
Security_0   12/15/2006   67.41   59.22   63.3347   63.9744   1422446276
Security_1   12/15/2006   39.78   34.96   39.7641   38.9844   1575716393
Security_2   12/15/2006   83   77.9   83.9664   82.32   2376143343
Security_3   12/15/2006   62.62   57   60.8509   62.0928   484936904
Security_4   12/15/2006   56.68   47.94   51.343   52.3908   2099462039
Security_5   12/15/2006   21.2   19.4   20.1919   20.604   1822793532
Security_6   12/15/2006   98   88.32   98.8796   96.9408   185343318
Security_7   12/15/2006   75.97   68.16   71.0838   71.0838   387794041
Security_8   12/15/2006   60.48   51.15   55.4178   56.5488   1006015466
Security_9   12/15/2006   81.62   72   77.5122   75.9924   1699297798
Security_10   12/15/2006   48.3   42.75   45.4318   46.359   2009462228
Security_11   12/15/2006   99.75   86.48   95.3735   92.5956   1421491095
Security_12   12/15/2006   96.6   87.36   91.5283   92.4528   1374448450
Security_13   12/15/2006   59.4   51.7   55.0854   55.0854   1588422065
Security_14   12/15/2006   60.48   50.05   56.0722   55.517   680278611
Security_15   12/15/2006   92.92   84.6   90.16   92   810471857
Security_16   12/15/2006   26.78   25.22   26.4574   26.7246   215967635
Security_17   12/15/2006   18.36   16.38   18.5436   18.36   802900344
Security_18   12/15/2006   82.95   79   79.1921   79.992   1489001002
Security_19   12/15/2006   56.71   50.96   53.4386   52.3908   367224729
Security_20   12/15/2006   95.92   79.12   86.3304   88.0922   219759127
Security_21   12/15/2006   21.8   18.05   20.161   19.9614   686906735
Security_22   12/15/2006   17.12   15.36   16.8047   16.9744   1081586722
Security_23   12/15/2006   79.92   66.24   72.9493   74.4381   702902766
Security_24   12/15/2006   40.66   36.48   38.3762   38.7638   798930425
Security_25   12/15/2006   59.16   53.58   58.2681   57.6912   1007503628
Security_26   12/15/2006   23.76   22   22.5377   22.3146   922021806
Security_27   12/15/2006   14.04   12.35   13.1274   13.1274   178951739
Security_28   12/15/2006   16.48   15.68   16.4934   16.4934   1421166774
Security_29   12/15/2006   75.19   66.24   72.5127   73.2452   801633087
Security_30   12/15/2006   31.03   28.42   29.8758   29.58   1332294668
Security_31   12/15/2006   74.88   69.58   71.2515   72.7056   825234738
Security_32   12/15/2006   0   0   0.9801   0.99   1342282194
Security_33   12/15/2006   19.62   16.15   18.396   17.8602   1709068763
Security_34   12/15/2006   6.36   4.75   5.9388   6.06   1850290833
Security_35   12/15/2006   20   19   20.9937   20.7858   2035892629
Security_36   12/15/2006   92.7   83.6   88.8444   90.6576   1838722143
Security_37   12/15/2006   7.42   5.76   6.9993   7.07   2279804941
Security_38   12/15/2006   48.88   44.65   47.8538   47.38   18172896
Security_39   12/15/2006   38.38   35.89   38.3724   37.62   1347789013
Security_0   12/18/2006   64   57.33   64.6013   63.3347   1536241978
Security_1   12/18/2006   41.73   37.44   39.3664   39.7641   1433901917
Security_2   12/18/2006   89.64   78.02   83.9664   83.9664   2518711943
Security_3   12/18/2006   63.6   60   60.2424   60.8509   528581225
Security_4   12/18/2006   51.51   49.98   51.8564   51.343   2099462039
Security_5   12/18/2006   21   18.24   19.99   20.1919   1695197984
Security_6   12/18/2006   101.97   91.14   99.8684   98.8796   177929585
Security_7   12/18/2006   76.68   69.3   70.373   71.0838   414939623
Security_8   12/18/2006   61.04   52.8   56.5262   55.4178   1076436548
Security_9   12/18/2006   85.02   72.38   78.2874   77.5122   1750276731
Security_10   12/18/2006   48.6   43.12   44.5232   45.4318   1969272983
Security_11   12/18/2006   98.98   87.4   98.2347   95.3735   1506780560
Security_12   12/18/2006   101.37   88.27   93.3588   91.5283   1388192934
Security_13   12/18/2006   57.75   51.7   55.0854   55.0854   1604306285
Security_14   12/18/2006   59.92   53.76   56.0722   56.0722   687081397
Security_15   12/18/2006   96.46   89.1   91.9632   90.16   875309605
Security_16   12/18/2006   27.3   24   25.9282   26.4574   196530547
Security_17   12/18/2006   19   17.28   19.0999   18.5436   746697319
Security_18   12/18/2006   81.6   78.21   80.7759   79.1921   1578341062
Security_19   12/18/2006   58.85   53   55.0418   53.4386   356207987
Security_20   12/18/2006   93.74   78.12   84.6037   86.3304   230747083
Security_21   12/18/2006   21   19   20.5642   20.161   748728341
Security_22   12/18/2006   16.64   15.52   16.6366   16.8047   984243917
Security_23   12/18/2006   77.7   65.52   74.4083   72.9493   688844710
Security_24   12/18/2006   42.51   36.1   39.5274   38.3762   743005295
Security_25   12/18/2006   59.74   53.58   57.6854   58.2681   1027653700
Security_26   12/18/2006   23.76   20.02   22.3124   22.5377   857480279
Security_27   12/18/2006   13.91   11.64   12.8649   13.1274   187899325
Security_28   12/18/2006   17.44   15.2   16.3285   16.4934   1492225112
Security_29   12/18/2006   74.16   68.16   71.0625   72.5127   761551432
Security_30   12/18/2006   31.03   27.26   29.577   29.8758   1372263508
Security_31   12/18/2006   75.92   67.45   73.389   71.2515   849991780
Security_32   12/18/2006   0   0   0.960498   0.9801   1248322440
Security_33   12/18/2006   18.9   16.92   18.58   18.396   1657796700
Security_34   12/18/2006   5.2   5   5.99819   5.9388   1905799557
Security_35   12/18/2006   22.68   19   21.6235   20.9937   1873021218
Security_36   12/18/2006   88.88   87   87.956   88.8444   1710011592
Security_37   12/18/2006   6.48   5.94   6.85931   6.9993   2302602990
Security_38   12/18/2006   49.92   45.12   48.3323   47.8538   19444998
Security_39   12/18/2006   41.04   33.67   37.9887   38.3724   1347789013
Security_0   12/19/2006   69.12   58.59   63.3093   64.6013   1397980199
Security_1   12/19/2006   40.4   39   40.1538   39.3664   1319189763
Security_2   12/19/2006   91.56   76.36   84.8061   83.9664   2669834659
Security_3   12/19/2006   65.72   59.4   62.0497   60.2424   549724474
Security_4   12/19/2006   55.12   50.49   52.375   51.8564   2183440520
Security_5   12/19/2006   20.8   17.86   20.1899   19.99   1712149963
Security_6   12/19/2006   106.08   94.05   102.864   99.8684   181488176
Security_7   12/19/2006   73.5   63.7   70.373   70.373   398342038
Security_8   12/19/2006   57.68   53.35   55.9609   56.5262   1065672182
Security_9   12/19/2006   83.74   74.1   79.8531   78.2874   1627757359
Security_10   12/19/2006   46.64   42.57   43.6327   44.5232   2146507551
Security_11   12/19/2006   108   94.08   100.199   98.2347   1401305920
Security_12   12/19/2006   98.58   87.42   93.3588   93.3588   1485366439
Security_13   12/19/2006   61.04   55   56.1871   55.0854   1748693850
Security_14   12/19/2006   61.04   55.44   56.6329   56.0722   707693838
Security_15   12/19/2006   94.64   89.1   90.1239   91.9632   927828181
Security_16   12/19/2006   27.25   24.5   25.6689   25.9282   186704019
Security_17   12/19/2006   20.52   17.82   18.7179   19.0999   724296399
Security_18   12/19/2006   89.38   77.6   82.3914   80.7759   1657258115
Security_19   12/19/2006   58.85   49.29   53.9409   55.0418   327711348
Security_20   12/19/2006   91.56   82.17   83.7577   84.6037   219209728
Security_21   12/19/2006   20   19.2   20.5642   20.5642   741241057
Security_22   12/19/2006   16.8   14.88   16.6366   16.6366   974401477
Security_23   12/19/2006   77.7   71.04   74.4083   74.4083   702621604
Security_24   12/19/2006   39.39   38.61   39.1322   39.5274   705855030
Security_25   12/19/2006   58.58   56.43   58.8391   57.6854   1068759848
Security_26   12/19/2006   23.54   22   22.9817   22.3124   934653504
Security_27   12/19/2006   12.36   11.04   12.8649   12.8649   178504358
Security_28   12/19/2006   16.48   14.56   16.1652   16.3285   1387769354
Security_29   12/19/2006   75.97   65.55   69.6412   71.0625   799629003
Security_30   12/19/2006   29.58   27.84   29.577   29.577   1385986143
Security_31   12/19/2006   73.73   64.61   71.9213   73.389   849991780
Security_32   12/19/2006   0   0   0.970103   0.960498   1285772113
Security_33   12/19/2006   19.44   16.92   18.58   18.58   1624640766
Security_34   12/19/2006   6   4.65   6.11815   5.99819   1982031539
Security_35   12/19/2006   22.68   20.16   21.8397   21.6235   1704449308
Security_36   12/19/2006   98.1   84.39   90.5947   87.956   1744211823
Security_37   12/19/2006   6.3   5.88   6.79072   6.85931   2371681079
Security_38   12/19/2006   48.48   46.08   48.8157   48.3323   17694948
Security_39   12/19/2006   39.96   34.04   37.2289   37.9887   1239965891
Security_0   12/20/2006   63.63   59.85   63.9424   63.3093   1509818614
Security_1   12/20/2006   42   37.83   39.7522   40.1538   1292805967
Security_2   12/20/2006   89.44   78.96   86.5022   84.8061   2536342926
Security_3   12/20/2006   62.62   59.52   62.6702   62.0497   549724474
Security_4   12/20/2006   55.65   47.84   53.4225   52.375   2008765278
Security_5   12/20/2006   20.2   18.4   20.5937   20.1899   1695028463
Security_6   12/20/2006   112.27   102   103.893   102.864   196007230
Security_7   12/20/2006   70.7   65.96   68.9655   70.373   390375197
Security_8   12/20/2006   58.24   52.25   56.5205   55.9609   1044358738
Security_9   12/20/2006   86.11   71.76   78.2561   79.8531   1774255521
Security_10   12/20/2006   45.58   43   43.6327   43.6327   2167972626
Security_11   12/20/2006   103.02   92   101.201   100.199   1429332038
Security_12   12/20/2006   94.86   91.14   93.3588   93.3588   1619049418
Security_13   12/20/2006   59.85   53.76   57.3109   56.1871   1888589358
Security_14   12/20/2006   62.64   50.96   58.3319   56.6329   672309146
Security_15   12/20/2006   95.4   88.11   89.2227   90.1239   1011332717
Security_16   12/20/2006   26   23.75   26.1823   25.6689   179235858
Security_17   12/20/2006   19.95   16.74   19.0923   18.7179   680838615
Security_18   12/20/2006   82   76.26   82.3914   82.3914   1524677465
Security_19   12/20/2006   55.12   49.4   52.8621   53.9409   301494440
Security_20   12/20/2006   83   83   83.7577   83.7577   230170214
Security_21   12/20/2006   21.8   18.6   20.9755   20.5642   748653467
Security_22   12/20/2006   17.44   14.72   16.4702   16.6366   1003633521
Security_23   12/20/2006   79.18   73   73.6642   74.4083   716674036
Security_24   12/20/2006   40.56   37.62   38.7409   39.1322   719972130
Security_25   12/20/2006   62.06   56.84   58.2507   58.8391   1015321855
Security_26   12/20/2006   23   20.9   23.4414   22.9817   915960433
Security_27   12/20/2006   12   11.64   12.7362   12.8649   171364183
Security_28   12/20/2006   16.48   15.36   16.3268   16.1652   1471035515
Security_29   12/20/2006   73.84   64.86   71.7305   69.6412   791632712
Security_30   12/20/2006   31.61   28.13   29.8728   29.577   1261247390
Security_31   12/20/2006   73.13   68.87   71.202   71.9213   841491862
Security_32   12/20/2006   0   0   0.989505   0.970103   1337202997
Security_33   12/20/2006   18.18   16.56   18.2084   18.58   1705872804
Security_34   12/20/2006   6.36   5.76   6.05697   6.11815   1843289331
Security_35   12/20/2006   21   20.79   21.8397   21.8397   1857849745
Security_36   12/20/2006   97.2   86.4   90.5947   90.5947   1744211823
Security_37   12/20/2006   6.36   5.7   6.65491   6.79072   2253097025
Security_38   12/20/2006   51.94   47.04   49.3038   48.8157   18756644
Security_39   12/20/2006   38.48   34.56   36.4843   37.2289   1165567937
Security_0   12/21/2006   66.95   59.22   65.2213   63.9424   1479622241
Security_1   12/21/2006   41.6   38.22   40.5473   39.7522   1292805967
Security_2   12/21/2006   92.02   79.98   86.5022   86.5022   2663160072
Security_3   12/21/2006   65.1   56.42   62.6702   62.6702   505746516
Security_4   12/21/2006   55.55   49.29   55.0252   53.4225   2048940583
Security_5   12/21/2006   22.26   19.6   21.0056   20.5937   1593326755
Security_6   12/21/2006   105.06   101   101.815   103.893   207767663
Security_7   12/21/2006   70.72   63.24   68.2758   68.9655   390375197
Security_8   12/21/2006   60.99   50.96   57.6509   56.5205   1117463849
Security_9   12/21/2006   78.78   74.1   78.2561   78.2561   1667800189
Security_10   12/21/2006   45.58   39.13   43.1964   43.6327   2016214542
Security_11   12/21/2006   108.07   91   100.189   101.201   1357865436
Security_12   12/21/2006   94.86   83.72   91.4917   93.3588   1586668429
Security_13   12/21/2006   59.59   53.01   59.0302   57.3109   1813045783
Security_14   12/21/2006   62.06   53.36   58.9152   58.3319   605078231
Security_15   12/21/2006   91.67   85.26   87.4382   89.2227   1102352661
Security_16   12/21/2006   26.78   24   25.6587   26.1823   188197650
Security_17   12/21/2006   20.52   17.67   19.0923   19.0923   742114090
Security_18   12/21/2006   86.32   81.18   83.2154   82.3914   1616158112
Security_19   12/21/2006   54.06   49.92   53.9194   52.8621   304509384
Security_20   12/21/2006   87.15   82.17   83.7577   83.7577   214058299
Security_21   12/21/2006   21.2   19.8   20.9755   20.9755   711220793
Security_22   12/21/2006   17.44   14.88   16.3055   16.4702   973524515
Security_23   12/21/2006   76.5   67.89   75.8742   73.6642   666506853
Security_24   12/21/2006   38   36.26   37.966   38.7409   755970736
Security_25   12/21/2006   61.36   55.1   59.9983   58.2507   1096547603
Security_26   12/21/2006   24.84   21.85   23.9102   23.4414   925120037
Security_27   12/21/2006   13.65   11.64   13.1183   12.7362   159368690
Security_28   12/21/2006   16.48   15.36   16.0003   16.3268   1382773384
Security_29   12/21/2006   71.71   69.3   70.2959   71.7305   807465366
Security_30   12/21/2006   29.29   26.68   29.5741   29.8728   1185572546
Security_31   12/21/2006   73.13   67.2   70.49   71.202   807832187
Security_32   12/21/2006   1.08   0   1.0093   0.989505   1417435176
Security_33   12/21/2006   18.36   16.56   18.0263   18.2084   1688814075
Security_34   12/21/2006   6.12   4.95   5.93583   6.05697   1935453797
Security_35   12/21/2006   22.26   19.53   21.8397   21.8397   2025056222
Security_36   12/21/2006   95.4   88.11   89.6887   90.5947   1831422414
Security_37   12/21/2006   6.48   5.58   6.58836   6.65491   2162973144
Security_38   12/21/2006   49.98   48.02   49.7969   49.3038   20257175
Security_39   12/21/2006   37.08   32.9   35.7546   36.4843   1153912257
Security_0   12/22/2006   70.85   61.74   63.9168   65.2213   1390844906
Security_1   12/22/2006   40   36.8   40.9528   40.5473   1266949847
Security_2   12/22/2006   90.64   82.56   88.2322   86.5022   2849581277
Security_3   12/22/2006   66.15   57.04   63.2969   62.6702   510803981
Security_4   12/22/2006   55.55   52.25   55.0252   55.0252   2171877017
Security_5   12/22/2006   21.84   18.8   20.7955   21.0056   1577393487
Security_6   12/22/2006   102.01   99   100.797   101.815   220233722
Security_7   12/22/2006   72.08   65.66   67.5931   68.2758   421605212
Security_8   12/22/2006   58.58   51.87   58.2274   57.6509   1128638487
Security_9   12/22/2006   80.58   78   79.0386   78.2561   1717834194
Security_10   12/22/2006   45.15   40.74   42.3325   43.1964   1996052396
Security_11   12/22/2006   102   90.09   99.1875   100.189   1357865436
Security_12   12/22/2006   91   89.1   90.5767   91.4917   1650135166
Security_13   12/22/2006   62.54   55.46   59.0302   59.0302   1867437156
Security_14   12/22/2006   61.48   52.78   58.9152   58.9152   568773537
Security_15   12/22/2006   90.78   84.39   89.187   87.4382   1113376187
Security_16   12/22/2006   25.25   25   25.4021   25.6587   180669744
Security_17   12/22/2006   20.33   16.92   18.7104   19.0923   808904358
Security_18   12/22/2006   89.88   81.34   84.8797   83.2154   1713127598
Security_19   12/22/2006   58.86   49.29   54.4586   53.9194   295374102
Security_20   12/22/2006   85.49   81.34   83.7577   83.7577   211917716
Security_21   12/22/2006   21.63   18.4   21.1853   20.9755   682771961
Security_22   12/22/2006   16.64   15.52   16.1425   16.3055   944318779
Security_23   12/22/2006   75.75   72.75   75.1154   75.8742   693167127
Security_24   12/22/2006   42.51   35.52   39.105   37.966   718172199
Security_25   12/22/2006   61.36   54.87   59.9983   59.9983   997858318
Security_26   12/22/2006   23.69   20.93   23.432   23.9102   888115235
Security_27   12/22/2006   13.39   12.22   13.3807   13.1183   157775003
Security_28   12/22/2006   16.32   15.04   16.1603   16.0003   1327462448
Security_29   12/22/2006   70   63.7   70.2959   70.2959   734793483
Security_30   12/22/2006   30.16   27.26   29.5741   29.5741   1126293918
Security_31   12/22/2006   71.71   70   71.8998   70.49   759362255
Security_32   12/22/2006   1.01   0.98   1.0093   1.0093   1459958231
Security_33   12/22/2006   19.26   17.46   18.3868   18.0263   1671925934
Security_34   12/22/2006   5   4.6   5.81711   5.93583   1935453797
Security_35   12/22/2006   23.32   20.37   22.2765   21.8397   2065557346
Security_36   12/22/2006   93.45   82.77   89.6887   89.6887   1959621982
Security_37   12/22/2006   6   5.82   6.58836   6.58836   2292751532
Security_38   12/22/2006   49.98   45.57   49.7969   49.7969   21067462
Security_39   12/22/2006   35.35   34.65   35.7546   35.7546   1096216644
Security_0   12/25/2006   69.12   60.48   64.556   63.9168   1432570253
Security_1   12/25/2006   40.4   36.8   40.1337   40.9528   1330297339
Security_2   12/25/2006   89.89   83.6   89.1146   88.2322   2593118962
Security_3   12/25/2006   64.89   62   62.031   63.2969   459723582
Security_4   12/25/2006   57.12   53.9   56.1257   55.0252   1954689315
Security_5   12/25/2006   21   18.4   20.3796   20.7955   1656263161
Security_6   12/25/2006   107   94   100.797   100.797   240054756
Security_7   12/25/2006   69.01   62.04   66.9172   67.5931   446901524
Security_8   12/25/2006   60.9   52.44   57.6452   58.2274   1139924871
Security_9   12/25/2006   79.79   79   79.0386   79.0386   1786547561
Security_10   12/25/2006   45.15   40.74   43.1791   42.3325   1916210300
Security_11   12/25/2006   102   92.07   100.179   99.1875   1276393509
Security_12   12/25/2006   94.5   89   89.671   90.5767   1699639220
Security_13   12/25/2006   61.95   52.78   58.4399   59.0302   1904785899
Security_14   12/25/2006   58.58   56.43   57.7369   58.9152   585836743
Security_15   12/25/2006   91.91   83.66   91.8626   89.187   1035439853
Security_16   12/25/2006   25.75   23.75   25.9101   25.4021   164409467
Security_17   12/25/2006   20.52   17.46   19.2717   18.7104   768459140
Security_18   12/25/2006   87   76.44   87.4261   84.8797   1798783977
Security_19   12/25/2006   57.24   49.14   54.4586   54.4586   292420360
Security_20   12/25/2006   83.83   80.51   83.7577   83.7577   218275247
Security_21   12/25/2006   21   18.4   20.7616   21.1853   675944241
Security_22   12/25/2006   17.28   14.88   16.3039   16.1425   934875591
Security_23   12/25/2006   76.5   74.25   75.8666   75.1154   713962140
Security_24   12/25/2006   39.39   38   38.714   39.105   660718423
Security_25   12/25/2006   63.72   53.69   59.9983   59.9983   937986818
Security_26   12/25/2006   23.92   22.31   23.1977   23.432   941402149
Security_27   12/25/2006   13.52   11.96   13.5145   13.3807   148308502
Security_28   12/25/2006   17.12   14.4   15.8371   16.1603   1314187823
Security_29   12/25/2006   75.6   66.5   70.2959   70.2959   727445548
Security_30   12/25/2006   30.74   27.84   29.5741   29.5741   1137556857
Security_31   12/25/2006   73.13   64.4   70.4618   71.8998   728987764
Security_32   12/25/2006   1.08   0.95   1.0093   1.0093   1386960319
Security_33   12/25/2006   19.26   16.56   18.3868   18.3868   1621768155
Security_34   12/25/2006   5.1   4.7   5.93346   5.81711   1935453797
Security_35   12/25/2006   23.54   20.16   21.831   22.2765   2230801933
Security_36   12/25/2006   90.78   81.88   89.6887   89.6887   2057603081
Security_37   12/25/2006   6.54   5.82   6.45659   6.58836   2109331409
Security_38   12/25/2006   50.47   47.04   49.7969   49.7969   19171390
Security_39   12/25/2006   35.7   35   35.7546   35.7546   1194876141
Security_0   12/26/2006   66.95   59.52   65.2016   64.556   1418244550
Security_1   12/26/2006   43.05   39.2   41.3377   40.1337   1250479498
Security_2   12/26/2006   96.3   83.66   90.0057   89.1146   2515325393
Security_3   12/26/2006   64.48   60.76   62.6513   62.031   427542931
Security_4   12/26/2006   59.85   56   57.8094   56.1257   1954689315
Security_5   12/26/2006   21.2   18.4   20.1758   20.3796   1739076319
Security_6   12/26/2006   105.06   100   103.821   100.797   247256398
Security_7   12/26/2006   69.01   64.02   67.5863   66.9172   446901524
Security_8   12/26/2006   59.16   51.87   58.2216   57.6452   1105727124
Security_9   12/26/2006   81.37   77   77.4578   79.0386   1679354707
Security_10   12/26/2006   44.72   42.57   43.1791   43.1791   1782075579
Security_11   12/26/2006   101   92.07   99.1775   100.179   1238101703
Security_12   12/26/2006   97.01   81.88   89.671   89.671   1801617573
Security_13   12/26/2006   63.13   56.84   59.0243   58.4399   1752403027
Security_14   12/26/2006   58   53.01   58.8916   57.7369   585836743
Security_15   12/26/2006   97.76   91   94.6185   91.8626   1076857447
Security_16   12/26/2006   27.04   24.25   26.4283   25.9101   156188993
Security_17   12/26/2006   20.33   17.1   18.8863   19.2717   760774548
Security_18   12/26/2006   92.4   83.52   88.3003   87.4261   1654881258
Security_19   12/26/2006   61.04   50.22   56.0923   54.4586   263178324
Security_20   12/26/2006   85.49   81.34   83.7577   83.7577   216092494
Security_21   12/26/2006   21   18.8   20.554   20.7616   736779222
Security_22   12/26/2006   17.28   13.95   15.9778   16.3039   850736787
Security_23   12/26/2006   79.5   70.5   75.1079   75.8666   778218732
Security_24   12/26/2006   39.39   36.1   39.1011   38.714   647504054
Security_25   12/26/2006   63.44   57.82   61.7982   59.9983   909847213
Security_26   12/26/2006   24.38   20.02   22.7337   23.1977   979058234
Security_27   12/26/2006   13.91   12.48   13.2442   13.5145   157207012
Security_28   12/26/2006   15.3   13.8   15.8371   15.8371   1235336553
Security_29   12/26/2006   74.9   61.88   68.89   70.2959   771092280
Security_30   12/26/2006   29   26.68   29.8698   29.5741   1092054582
Security_31   12/26/2006   71.4   66.24   69.0526   70.4618   692538375
Security_32   12/26/2006   1.08   0.96   1.02948   1.0093   1303742699
Security_33   12/26/2006   19.26   17.82   18.5707   18.3868   1589332791
Security_34   12/26/2006   5.45   4.65   5.81479   5.93346   1741908417
Security_35   12/26/2006   21   20.16   21.3943   21.831   2230801933
Security_36   12/26/2006   89.89   80.08   88.7918   89.6887   1872418803
Security_37   12/26/2006   6.06   5.88   6.32746   6.45659   2088238094
Security_38   12/26/2006   50.96   46.08   48.8009   49.7969   19938245
Security_39   12/26/2006   35.35   34.65   35.3971   35.7546   1266568709
Security_0   12/27/2006   71.02   65   67.1576   65.2016   1333149877
Security_1   12/27/2006   44.94   37.31   42.5778   41.3377   1200460318
Security_2   12/27/2006   90   87.3   90.9058   90.0057   2741704678
Security_3   12/27/2006   62   60.14   62.0248   62.6513   423267501
Security_4   12/27/2006   60.9   57   58.9656   57.8094   1856954849
Security_5   12/27/2006   21.4   18.05   19.9741   20.1758   1843420898
Security_6   12/27/2006   110.21   92.92   101.745   103.821   267036909
Security_7   12/27/2006   70.72   64.99   68.9381   67.5863   433494478
Security_8   12/27/2006   63.22   52.44   57.0572   58.2216   1083612581
Security_9   12/27/2006   78.54   75   75.9087   77.4578   1662561159
Security_10   12/27/2006   46.2   40.85   44.0427   43.1791   1675151044
Security_11   12/27/2006   110.16   91.08   102.153   99.1775   1126672549
Security_12   12/27/2006   89   81.78   87.8776   89.671   1693520518
Security_13   12/27/2006   65.4   55.46   60.2048   59.0243   1577162724
Security_14   12/27/2006   63   58   60.0695   58.8916   626845315
Security_15   12/27/2006   95.95   88.36   95.5647   94.6185   969171702
Security_16   12/27/2006   27.04   25.48   26.4283   26.4283   160874662
Security_17   12/27/2006   19.19   17.28   19.264   18.8863   775990038
