Id   TradeDate   HighPrice   LowPrice   ClosePrice   OpenPrice   Volume
Security_1   12/20/2006   69.96   64.02   66.933   66.933   166314887
Security_2   12/20/2006   33.66   30.4   33.2769   32.3077   1522291618
Security_3   12/20/2006   47.38   46   46.531   46.0703   1019111739
Security_4   12/20/2006   65.27   57.82   61.2863   59.5012   1207047248
Security_5   12/20/2006   27   22.08   24.9727   25.225   750902372
Security_6   12/20/2006   80.25   68.82   75.6048   74.1223   512619747
Security_7   12/20/2006   19   17.67   19.9376   19.9376   500537283
Security_8   12/20/2006   63   56.05   59.7027   60.9211   234810279
Security_9   12/20/2006   86.52   77.08   84.1306   82.481   1177196429
Security_10   12/20/2006   6   6   6.39011   6.52052   1082050686
Security_11   12/20/2006   44.1   38.13   42.5697   41.3298   2165506691
Security_12   12/20/2006   72.45   61.88   69.6124   68.2475   510665411
Security_13   12/20/2006   1.07   0.99   1.04976   1.02917   1124665816
Security_14   12/20/2006   44.72   40.85   43.4792   43.4792   1054064
Security_15   12/20/2006   5.4   4.55   5.19424   5.14281   219644662
Security_16   12/20/2006   101   99   100.672   100.672   54523431
Security_17   12/20/2006   70.85   60.16   65.7044   64.4161   126774764
Security_18   12/20/2006   47.94   46.06   47.3656   47.844   827041394
Security_19   12/20/2006   74.74   70.56   74.6216   72.4482   1053573329
Security_20   12/20/2006   84.24   71.61   78.8819   77.3352   1552674560
Security_21   12/20/2006   22.68   19   20.7512   21.1747   659266184
Security_22   12/20/2006   36.38   32.3   34.9496   34.6036   1741267250
Security_23   12/20/2006   54.5   47.53   50.4449   49.4558   1559397587
Security_24   12/20/2006   32.24   30.69   31.1809   31.8173   1103144118
Security_25   12/20/2006   58.8   53.2   56.1882   56.7558   1465788450
Security_26   12/20/2006   8.24   7.28   8.63591   8.46658   44095226
Security_27   12/20/2006   48   46.53   47.3908   48.3579   814137299
Security_28   12/20/2006   90.9   87.3   90.0794   90.9893   1265155702
Security_29   12/20/2006   81.75   73.26   75.4591   74.712   30015759
Security_0   12/21/2006   76.22   67.89   73.4268   74.1685   1269610810
Security_1   12/21/2006   74.12   63.36   68.2717   66.933   169641184
Security_2   12/21/2006   34.98   30.72   32.9441   33.2769   1628852031
Security_3   12/21/2006   46.92   45.08   46.531   46.531   1080258443
Security_4   12/21/2006   67.41   56.12   63.1249   61.2863   1207047248
Security_5   12/21/2006   24.24   21.84   24.4733   24.9727   765920419
Security_6   12/21/2006   78.75   75   75.6048   75.6048   522872141
Security_7   12/21/2006   20.4   17.86   20.1369   19.9376   500537283
Security_8   12/21/2006   60.6   54.87   60.8967   59.7027   220721662
Security_9   12/21/2006   85.68   83   83.2893   84.1306   1083020714
Security_10   12/21/2006   6.18   6   6.45401   6.39011   1114512206
Security_11   12/21/2006   43.43   38.64   43.4211   42.5697   2338747226
Security_12   12/21/2006   71.07   68   68.9163   69.6124   505558756
Security_13   12/21/2006   1.04   0.91   1.03926   1.04976   1068432525
Security_14   12/21/2006   44.72   42.14   43.0445   43.4792   1117307
Security_15   12/21/2006   5.1   5   5.09036   5.19424   219644662
Security_16   12/21/2006   103.02   98   101.679   100.672   50161556
Security_17   12/21/2006   70.35   62.4   67.0185   65.7044   133113502
Security_18   12/21/2006   50.4   46.53   48.3129   47.3656   744337254
Security_19   12/21/2006   79.92   70.3   74.6216   74.6216   1148394928
Security_20   12/21/2006   85.02   70.84   77.3042   78.8819   1645835033
Security_21   12/21/2006   20.2   19.2   20.7512   20.7512   718600140
Security_22   12/21/2006   35.7   31.28   35.2991   34.9496   1723854577
Security_23   12/21/2006   54   46.06   49.9404   50.4449   1528209635
Security_24   12/21/2006   32.86   29.14   31.8045   31.1809   1180364206
Security_25   12/21/2006   58.8   51.7   55.0645   56.1882   1553735757
Security_26   12/21/2006   8.08   7.76   8.80863   8.63591   46299987
Security_27   12/21/2006   47   44.16   46.443   47.3908   740864942
Security_28   12/21/2006   95.4   84.48   88.2778   90.0794   1277807259
Security_29   12/21/2006   79.04   72   76.2137   75.4591   27014183
Security_0   12/22/2006   75.92   72   72.6925   73.4268   1269610810
Security_1   12/22/2006   74.12   63.24   68.2717   68.2717   171337595
Security_2   12/22/2006   34.98   29.44   33.2736   32.9441   1514832388
Security_3   12/22/2006   46.46   45.54   46.531   46.531   1123468780
Security_4   12/22/2006   66.78   61   61.8624   63.1249   1158765358
Security_5   12/22/2006   24   23.76   24.2285   24.4733   735283602
Security_6   12/22/2006   80.08   69   77.1169   75.6048   517643419
Security_7   12/22/2006   20.4   18.6   20.3383   20.1369   470505046
Security_8   12/22/2006   60.6   57   60.8967   60.8967   220721662
Security_9   12/22/2006   86.32   83   83.2893   83.2893   996379056
Security_10   12/22/2006   6.48   5.46   6.32493   6.45401   1192528060
Security_11   12/22/2006   43.86   38.64   42.9868   43.4211   2221809864
Security_12   12/22/2006   70.72   67   67.538   68.9163   551059044
Security_13   12/22/2006   1.04   0.96   1.03926   1.03926   972273597
Security_14   12/22/2006   43   39.56   43.9053   43.0445   1050268
Security_15   12/22/2006   5.3   4.55   5.09036   5.09036   239412681
Security_16   12/22/2006   105.04   96.03   99.645   101.679   54174480
Security_17   12/22/2006   73.44   64.99   68.3589   67.0185   121133286
Security_18   12/22/2006   48.48   45.6   48.796   48.3129   803884234
Security_19   12/22/2006   78.44   68.62   73.8754   74.6216   1113943080
Security_20   12/22/2006   81.62   74.69   77.3042   77.3042   1678751733
Security_21   12/22/2006   20   19.2   20.5437   20.7512   732972142
Security_22   12/22/2006   38.15   34.3   35.2991   35.2991   1672138939
Security_23   12/22/2006   51.5   49   50.9392   49.9404   1543491731
Security_24   12/22/2006   34.56   29.76   32.4406   31.8045   1286596984
Security_25   12/22/2006   57.75   50.88   53.9632   55.0645   1662497259
Security_26   12/22/2006   8.72   7.68   8.80863   8.80863   43521987
Security_27   12/22/2006   49.68   45.54   46.443   46.443   666778447
Security_28   12/22/2006   91.52   83.52   87.395   88.2778   1328919549
Security_29   12/22/2006   77.52   75   75.4515   76.2137   28635033
Security_0   12/25/2006   77.04   69.58   71.9656   72.6925   1333091350
Security_1   12/25/2006   75.6   68   70.3198   68.2717   154203835
Security_2   12/25/2006   33.66   31.68   33.939   33.2736   1408794120
Security_3   12/25/2006   48.3   44.62   46.0657   46.531   1157172843
Security_4   12/25/2006   64.26   57.34   63.0996   61.8624   1263054240
Security_5   12/25/2006   24   22.08   23.744   24.2285   772047782
Security_6   12/25/2006   77   73.15   77.888   77.1169   502114116
Security_7   12/25/2006   20.2   19.8   20.3383   20.3383   432864642
Security_8   12/25/2006   61.8   59.4   60.8967   60.8967   209685578
Security_9   12/25/2006   89.88   78.02   84.9551   83.2893   896741150
Security_10   12/25/2006   6.54   5.82   6.38818   6.32493   1073275254
Security_11   12/25/2006   44.29   39.06   43.4167   42.9868   2355118455
Security_12   12/25/2006   72.36   66   66.1872   67.538   495953139
Security_13   12/25/2006   1.05   0.97   1.01847   1.03926   894491709
Security_14   12/25/2006   43   40.85   43.9053   43.9053   1113284
Security_15   12/25/2006   5   4.55   5.03945   5.09036   225047920
Security_16   12/25/2006   102   90.09   100.641   99.645   55257969
Security_17   12/25/2006   72.08   64.99   67.6753   68.3589   124767284
Security_18   12/25/2006   49   44.16   49.284   48.796   747612337
Security_19   12/25/2006   74   72.27   74.6142   73.8754   1058245926
Security_20   12/25/2006   81.62   69.92   76.5312   77.3042   1745901802
Security_21   12/25/2006   21.4   19.8   20.1328   20.5437   725642420
Security_22   12/25/2006   35.7   32.98   34.9462   35.2991   1538367823
Security_23   12/25/2006   52.52   48.5   52.4674   50.9392   1589796482
Security_24   12/25/2006   33.6   30.08   32.4406   32.4406   1157937285
Security_25   12/25/2006   53.53   50.44   52.8839   53.9632   1662497259
Security_26   12/25/2006   8.4   7.76   8.72054   8.80863   40040228
Security_27   12/25/2006   47.94   44.62   47.3718   46.443   600100602
Security_28   12/25/2006   89   80.04   89.1429   87.395   1421943917
Security_29   12/25/2006   79.5   71.04   74.697   75.4515   28348682
Security_0   12/26/2006   73.13   69.3   70.5263   71.9656   1453069571
